ENEDIS QUI MENDATE EDF SA POUR MENER LA PROCÉDURE D'ACHAT	ENEDIS QUI MANDATE EDF SA POUR MENER LA PROCÉDURE D'ACHAT	98
ANDRA — AGENCE NATIONALE POUR LA GESTION DES DÉCHETS RADIOACTIFS	ANDRA (AGENCE NATIONALE POUR LA GESTION DES DÉCHETS RADIOACTIFS)	99
COMMUNAUTÉ D'AGGLOMÉRATION DE PAU-PYRÉNÉES	COMMUNAUTÉ D'AGGLOMÉRATION DE PAU PYRÉNÉES	100
VALOPHIS HABITAT — OPH DU VAL-DE-MARNE	VALOPHIS HABITAT — OPH DU VAL DE MARNE	100
COMMUNAUTÉ URBAINE LE CREUSOT-MONTCEAU	COMMUNAUTÉ URBAINE LE CREUSOT MONTCEAU	100
COMMUNAUTÉ D'AGGLOMÉRATION DE REIMS	COMMUNAUTÉ AGGLOMÉRATION DE REIMS	97
COMMUNE DE MONTS	COMMUNE DE MONT	97
MÉTROPOLE AIX-MARSEILLE-PROVENCE CT 6	MÉTROPOLE AIX-MARSEILLE-PROVENCE CT6	99
CC AVRANCHES-MONT SAINT MICHEL	CC AVRANCHES-MONT-SAINT-MICHEL	100
COMMUNAUTÉ DE COMMUNES OSARTIS MARQUION	COMMUNAUTÉ DE COMMUNES OSARTIS-MARQUION	100
SOCIÉTÉ D'ÉTUDE, DE MAITRISE D'OUVRAGE ET D'AMÉNAGEMENT	SOCIÉTÉ D'ÉTUDE DE MAÎTRISE D'OUVRAGE ET D'AMÉNAGEMENT	98
LOIRE ATLANTIQUE DÉVELOPPEMENT-SELA	LOIRE ATLANTIQUE DÉVELOPPEMENT, SELA	99
CEA CENTRE DE CADARACHE	CEA, CENTRE DE CADARACHE	98
GHR MULHOUSE SUD ALSACE	GHR MULHOUSE SUD-ALSACE	100
SNCF RÉSEAU INGÉNIERIE & PROJETS AGENCE RHÔNE-ALPES AUVERGNE, REPRÉSENTÉE PAR SETEC ORGANISATION, EN SA QUALITÉ DE MANDATAIRE DE MAÎTRISE D'OUVRAGE	SNCF RÉSEAU INGÉNIERIE ET PROJETS — AGENCE RHÔNE-ALPES AUVERGNE, REPRÉSENTÉE PAR SETEC ORGANISATION, EN SA QUALITÉ DE MANDATAIRE DE MAÎTRISE D'OUVRAGE	98
COMMUNAUTÉ D'AGGLOMÉRATION GRAND SÉNONAIS	COMMUNAUTÉ D'AGGLOMÉRATION GD SÉNONAIS	96
REIMS HABITAT CHAMPAGNE ARDENNE	REIMS-HABITAT CHAMPAGNE-ARDENNE	100
INSTITUT PAOLI CALMETTES	INSTITUT PAOLI-CALMETTES	100
CEA, CENTRE DE CADARACHE	CEA CENTRE DE CADARACHE	98
[LA POSTE] DIRECTION DES ACHATS BRANCHE SERVICES COURRIER COLIS	[LA POSTE] DIRECTION DES ACHATS BRANCHE SERVICES-COURRIER-COLIS	100
COMMUNAUTÉ D’AGGLOMÉRATION DU PAYS DE FLERS	COMMUNAUTÉ D'AGGLOMÉRATION DU PAYS DE FLERS	100
AGENCE DE L'EAU ADOUR GARONNE	AGENCE DE L'EAU ADOUR-GARONNE	100
FDE 80 FÉDÉRATION DÉPARTEMENTALE D'ÉNERGIE DE LA SOMME	FDE 80, FÉDÉRATION DÉPARTEMENTALE D'ÉNERGIE DE LA SOMME	99
UNIVERSITE ÉVRY VAL D'ESSONNE	UNIVERSITÉ ÉVRY VAL D'ESSONNE	98
RÉGION LANGUEDOC-ROUSSILLON-MIDI-PYRÉNÉES	RÉGION LANGUEDOC-ROUSSILLON MIDI-PYRÉNÉES	100
DÉPARTEMENT DU BAS-RHIN	DÉPARTEMENT DU BAS RHIN	100
EDF SA — DIRECTION DES ACHATS — AGENCE ACHATS THERMIQUE	EDF SA — DIRECTION DES ACHATS — AGENCE ACHATS THERMIQUES	99
JOINVILLE-LE-PONT HABITAT — OPH	JOINVILLE-LE-PONT HABITAT - OPH	100
CENTRE HOSPITALIER CENTRE BRETAGNE	CENTRE HOSPITALIER DU CENTRE-BRETAGNE	96
ENÉDIS (ANCIENNEMENT ERDF)	ENEDIS (ANCIENNEMENT ERDF)	98
FONDATION LÉOPOLD BELLAN	FONDATION LEOPOLD BELLAN	98
MUSÉE NATIONAL PICASSO — PARIS	MUSÉE NATIONAL PICASSO-PARIS	96
CONSEIL RÉGIONAL ÎLE-DE-FRANCE	CONSEIL RÉGIONAL D'ÎLE-DE-FRANCE	97
SMICVAL DU LIBOURNAIS HAUTE-GIRONDE	SMICVAL DU LIBOURNAIS HAUTE GIRONDE	100
IEDOM — INSTITUT D'ÉMISSION DES DÉPARTEMENTS D'OUTRE-MER	IEDOM INSTITUT D'ÉMISSION DES DÉPARTEMENTS D'OUTRE-MER	98
CRMA NORD — PAS-DE-CALAIS — PICARDIE	CRMA NORD-PAS-DE-CALAIS — PICARDIE	97
MUSÉE NATIONAL PICASSO-PARIS	MUSÉE NATIONAL PICASSO PARIS	100
DIRECTION DÉPARTEMENTALE FIN. PUB. 93	DIRECTION DÉPARTEMENTALE FIN PUB 93	97
EDF SA — DIRECTION DES ACHATS — AAI CIDEN SEPTEN	EDF SA — DIRECTION DES ACHATS-AAI CIDEN SEPTEN	98
GHR MULHOUSE SUD-ALSACE	GHR MULHOUSE SUD ALSACE	100
COMMUNAUTE AGGLOMÉRATION BOURGES PLUS	COMMUNAUTÉ AGGLOMÉRATION BOURGES PLUS	99
GCS INTER-HOSPITALIER DES ARDENNES	GCS INTER HOSPITALIER DES ARDENNES	100
SOCIÉTÉ DES AUTOROUTES PARIS-RHIN-RHÔNE	SOCIÉTÉ DES AUTOROUTES PARIS RHIN RHÔNE	100
TRAMCITES-GPT EGIS RAIL/NORMANDIE-AMÉN	TRAMCITES-GPT EGIS RAIL / NORMANDIE-AMÉN	97
OFFICE NATIONAL DES FORETS	OFFICE NATIONAL DES FORÊTS	98
CENTRE HOSPITALIER DE LA HAUTE GIRONDE	CENTRE HOSPITALIER DE LA HAUTE-GIRONDE	100
CEA (COMMISSARIAT À L'ÉNERGIE ATOMIQUE ET AUX ÉNERGIES ALTERNATIVES)	CEA, COMMISSARIAT À L'ÉNÉRGIE ATOMIQUE ET AUX ÉNERGIES ALTERNATIVES	99
LA POSTE — BRANCHE SERVICES-COURRIER-COLIS	LA POSTE – BRANCHE SERVICES-COURRIER-COLIS	100
AB HABITAT- SCIC D'HLM D'ARGENTEUIL-BEZONS — 807 567 136 RCS PONTOISE — SIRET 807 567 136 000 13- NAF 6820 A	AB HABITAT — SCIC D'HLM D'ARGENTEUIL-BEZONS — 807 567 136 RCS PONTOISE — SIRET 807 567 136 000 13 — NAF 6820 A	99
COMMUNAUTÉ DE COMMUNES DU PAYS D'EVIAN	COMMUNAUTÉ DE COMMUNES DU PAYS D'ÉVIAN	99
GECT EUROREGION AQUITAINE EUSKADI	GECT EURORÉGION AQUITAINE EUSKADI	98
EDF SA — DIRECTION DES ACHATS GROUPE — DAPI — ANAP	EDF SA — DIRECTION DES ACHATS GROUPE — DATP — ANAPRI	96
UGECAM NORD EST	UGECAM NORD-EST	100
COMMUNAUTÉ DE COMMUES DU CENTRE LITTORAL	COMMUNAUTÉ DE COMMUNES DU CENTRE LITTORAL	99
CHAMBRE DE MÉTIERS ET DE L'ARTISANAT	CHAMBRE DE METIERS ET DE L'ARTISANAT	99
DÉPARTEMENT DE LA CORSE-DU-SUD	DÉPARTEMENT DE LA CORSE DU SUD	100
GIP GÉNOPOLE	GIP GENOPOLE	96
MEURTHE ET MOSELLE HABITAT	MEURTHE-ET-MOSELLE HABITAT	100
CA COMMUNAUTÉ PARIS SACLAY	CA COMMUNAUTÉ PARIS-SACLAY	100
LA CITÉ LE CENTRE DES CONGRÈS DE NANTES	LA CITÉ, LE CENTRE DES CONGRÈS DE NANTES	99
MÉTROPOLE AIX-MARSEILLE PROVENCE	MÉTROPOLE AIX-MARSEILLE-PROVENCE	100
PÔLE SANTÉ SARTHE-ET-LOIRE	PÔLE SANTÉ SARTHE ET LOIRE	100
GCS- BLANCHISSERIE DE L'EST FRANCILIEN	GCS — BLANCHISSERIE DE L'EST FRANCILIEN	99
SOCIÉTÉ AEROPORT MARSEILLE PROVENCE	SOCIÉTÉ AÉROPORT MARSEILLE PROVENCE	98
CC DE LA BRIE CHAMPENOISE	CC DE LA BRIE-CHAMPENOISE	100
CHR METZ THIONVILLE	CHR METZ-THIONVILLE	100
SA AÉROPORT MONTPELLIER-MÉDITERRANÉE	SA AÉROPORT MONTPELLIER MÉDITERRANÉE	100
ERDF, ELECTRICITÉ RÉSEAU DISTRIBUTION FRANCE	ERDF, ÉLECTRICITÉ RÉSEAU DISTRIBUTION FRANCE	99
CONSEIL GÉNÉRAL DES HAUTS DE SEINE	CONSEIL GÉNÉRAL DES HAUTS-DE-SEINE	100
VENDÉE LOGEMENT ESH	VENDEE LOGEMENT ESH	97
SAEML SCIENTIPOLE AMÉNAGEMENT	SAEML SCIENTIPÔLE AMÉNAGEMENT	98
CONSEIL D'ÉTAT	CONSEIL D'ETAT	96
LYCÉE HENRI POINCARÉ	LYCÉE HENRI POINCARE	97
COMMUNAUTÉ DE COMMUNES DU PETIT-CAUX	COMMUNAUTÉ DE COMMUNES DU PETIT CAUX	100
UNIVERSITÉ TOULOUSE 1, SCIENCES SOCIALE	UNIVERSITÉ TOULOUSE 1 SCIENCES SOCIALE	99
GRANDANGOULÊME AGGLOMÉRATION	GRAND ANGOULÊME AGGLOMÉRATION	98
LA POSTE DIRECTION GÉNÉRALE DU RÉSEAU	LA POSTE, DIRECTION GÉNÉRALE DU RÉSEAU	99
DOMANYS,	DOMANYS	100
VAL-DE-SEINE AMÉNAGEMENT	VAL DE SEINE AMÉNAGEMENT	100
COMMUNAUTÉ DE COMMUNES ARDENNE RIVES DE MEUSE	COMMUNAUTÉ DE COMMUNES ARDENNES RIVES DE MEUSE	99
CENTRE ÉTUDES EXPERT SUR RISQUES ENVIR M	CENTRE ÉTUDES EXPERT SUR RISQUES ENVIR. M.	99
VILLE DE CHALETTE-SUR-LOING	VILLE DE CHÂLETTE-SUR-LOING	98
CHU DE POINTE À PITRE	CHU DE POINTE-À-PITRE	100
GRPT SERVICES EPLE ESSONNE L.P. PERRIN	GRPT SERVICES EPLE ESSONNE L. P. PERRIN	99
COMMUNAUTÉ DE COMMUNES PAYS CHARITOIS	COMMUNAUTÉ DE COMMUNES DU PAYS CHARITOIS	96
DOMANYS	DOMANYS,	100
COMMISSARIAT À L'ÉNERGIE ATOMIQUE ET AUX ÉNERGIES ALTERNATIVES (CEA) — FONTENAY-AUX-ROSES	COMMISSARIAT A L'ÉNERGIE ATOMIQUE ET AUX ÉNERGIES ALTERNATIVES (CEA) — FONTENAY-AUX-ROSES	99
CENTRE HOSPITALIER DES PYRNES	CENTRE HOSPITALIER DES PYRÉNÉES	100
GECT EURORÉGION AQUITAINE-EUSKADI	GECT EURORÉGION AQUITAINE EUSKADI	100
SA D'HLM PHOCÉENNE D'HABITATIONS	SA D'HLM PHOCEENNE D'HABITATIONS	98
COMMISSARIAT À L'ÉNERGIE ATOMIQUE ET AUX ÉNERGIES ALTERNATIVES	COMMISSARIAT A L'ÉNERGIE ATOMIQUE ET AUX ÉNERGIES ALTERNATIVES	99
CAISSE DES ÉCOLES DU 13ÈME ARRONDISSEMENT	CAISSE DES ÉCOLES DU 15ÈME ARRONDISSEMENT	97
NEOLIA LORRAINE	NÉOLIA LORRAINE	97
GEIE — TUNNEL DU MONT-BLANC	GEIE TUNNEL DU MONT-BLANC	96
AGENCE DE MUTUALISATION DES UNIVERSITÉS	AGENCE DE MUTUALISATION DES UNIVERSITÉ	99
CO-COURTAGE NUCLÉAIRE	CO-COURTAGE NUCLEAIRE	98
LE GROUPEMENT DE COMMANDES, PÔLE IMMOBILIER	LE GROUPEMENT DE COMMANDES «PÔLE IMMOBILIER»	99
SAS LERICHEMONT	SAS LE RICHEMONT	97
CNRS — DÉLEGATION CÔTE D'AZUR	CNRS — DÉLÉGATION CÔTE D'AZUR	98
H-U LA PITIÉ-SALPÊTRIÈRE CHARLES FOIX	HU LA PITIE SALPETRIÈRE CHARLES FOIX	96
MINDEF/EMA/DC SCA/PFAF CO RENNES	MINDEF/EMA/DC SCA/PFAF CO — RENNES	97
METROPOLE D'AIX-MARSEILLE-PROVENCE	METROPOLE D'AIX MARSEILLE PROVENCE	100
SORÉGIES SAEML	SOREGIES SAEML	96
MINISTÈRE DE L'ÉDUCATION NATIONALE DE L'ENSEIGNEMENT SUPÉRIEUR ET DE LA RECHERCHE	MINISTÈRE DE L'ÉDUCATION NATIONALE, DE L'ENSEIGNEMENT SUPÉRIEUR ET DE LA RECHERCHE	99
CONS INTERPROFESSIONNEL VINS PROVENCE	CONSEIL INTERPROFESSIONNEL VINS PROVENCE	96
CHI TOULON LA SEYNE-SUR-MER	CHI TOULON-LA SEYNE-SUR-MER	100
CENTRALE SUPELEC	CENTRALESUPELEC	97
CNRS DÉLEGATION ALPES	CNRS DÉLÉGATION ALPES	97
CC DU PAYS-DE-MORTAGNE	CC DU PAYS DE MORTAGNE	100
MINISTÈRE DE L'INTÉRIEUR DSIC/SDAGA/BA	MINISTÈRE DE L'INTERIEUR DSIC/SDAGA/BA	99
MAISONS ET CITÉS SOGINORPA	MAISONS ET CITÉS/SOGINORPA	100
L'HOPITAL NORD FRANCHE-COMTÉ	L'HÔPITAL NORD FRANCHE-COMTÉ	98
FONDATION LEOPOLD BELLAN	FONDATION LÉOPOLD BELLAN	98
VILLE DE CHÂLETTE-SUR-LOING	VILLE DE CHALETTE-SUR-LOING	98
OPAC DE QUIMPER CORNOUAILLE	OPAC DE QUIMPER-CORNOUAILLE	100
COMMUNAUTÉ D'AGGLOMÉRATION DU LAC DU BOURGET	COMMUNAUTÉ D'AGGLOMÈRATION DU LAC DU BOURGET	100
HÔPITAL SAINTE-ANNE	HOPITAL SAINTE-ANNE	97
CH. VERDUN SAINT-MIHIEL	CH VERDUN SAINT-MIHIEL	98
DYNACITÉ OPH DE L'AIN	DYNACITÉ (OPH DE L'AIN)	98
CHAMBRE RÉGIONALE MÉTIERS ARTISANAT B	CHAMBRE RÉGIONALE MÉTIERS ARTISANAT HN	96
PÔLE EMPLOI BOURGOGNE-FRANCHE-COMTE	PÔLE EMPLOI BOURGOGNE-FRANCHE-COMTÉ	99
LA CREOLE-COMPAGNIE RÉUNIONNAISE EAUX	LA CRÉOLE-COMPAGNIE RÉUNIONNAISE EAUX	99
UNIVERSITÉ DE HAUTE ALSACE	UNIVERSITÉ DE HAUTE-ALSACE	100
UNIVERSITÉ DENIS DIDEROT — PARIS 7	UNIVERSITÉ DENIS DIDEROT-PARIS 7	97
HABITAT EURÉLIEN	HABITAT EURELIEN	97
COMMISSARIAT À L'ÉNERGIE ATOMIQUE ET AUX EÉERGIES ALTERNATIVES	COMMISSARIAT À L'ÉNERGIE ATOMIQUE ET AUX ÉNERGIES ALTERNATIVES	98
CENTRE HOSPITALIER DE SAINT-BRIEUC	CENTRE HOSPITALIER DE SAINT BRIEUC	100
CENTRE HOSPITALIER DE SAINT-MARTIN	CENTRE HOSPITALIER DE SAINT MARTIN	100
CONSEIL GÉNÉRAL DU CALVADOS-CG14	CONSEIL GÉNÉRAL DU CALVADOS — CG14	97
DYNACITÉ (OPH DE L'AIN)	DYNACITÉ OPH DE L'AIN	98
SA AÉROPORT DE BORDEAUX-MÉRIGNAC	SA AÉROPORT DE BORDEAUX MÉRIGNAC	100
COMMUNAUTÉ D'AGGLOMÉRATION DE BOURG-EN-BRESSE	COMMUNAUTÉ D'AGGLOMÉRATION BOURG-EN-BRESSE	96
GH LARIBOISIÈRE-FERNAND W.-SAINT-LOUIS	GH LARIBOISIÈRE-FERNAND W-SAINT LOUIS	99
HÔPITAL INTERCOMMUNAL DU HAUT-LIMOUSIN	HÔPITAL INTERCOMMUNAL DU HAUT LIMOUSIN	100
LOIRE ATLANTIQUE DÉVELOPPEMENT, SELA	LOIRE ATLANTIQUE DÉVELOPPEMENT-SELA	99
[LA POSTE] BRANCHE SERVICES-COURRIER-COLIS (BSCC) FILIALE VIAPOST TRANSPORT MANAGEMENT	[LA POSTE] BRANCHE SERVICES COURRIER COLIS (BSCC) FILIALE VIAPOST TRANSPORT MANAGEMENT	100
COMMUNAUTÉ AGGLOMÉRATION BOURGES PLUS	COMMUNAUTÉ AGGLOMERATION BOURGES PLUS	99
RÉGION NORD PAS-DE-CALAIS-PICARDIE	RÉGION NORD-PAS-DE-CALAIS-PICARDIE	100
CONSEIL RÉGIONAL D'ÎLE-DE-FRANCE	CONSEIL RÉGIONAL ÎLE-DE-FRANCE	97
SILA - SYNDICAT MIXTE DU LAC D'ANNECY	SILA — SYNDICAT MIXTE DU LAC D'ANNECY	100
FDE 80, FÉDÉRATION DÉPARTEMENTALE D'ÉNERGIE DE LA SOMME	FDE 80 FÉDÉRATION DÉPARTEMENTALE D'ÉNERGIE DE LA SOMME	99
VILLE DE CALUIRE-ET-CUIRE	VILLE DE CALUIRE ET CUIRE	100
DÉFENSE ÉTAT-MAJOR DES ARMÉES	DÉFENSE ÉTAT MAJOR DES ARMÉES	100
COMMUNAUTÉ AGGLOMÉRATION DE REIMS	COMMUNAUTÉ D'AGGLOMÉRATION DE REIMS	97
CONSEIL GÉNÉRAL DU PUY DE DÔME	CONSEIL GÉNÉRAL DU PUY-DE-DÔME	100
UNIVERSITÉ PARIS EST MARNE-LA-VALLÉE	UNIVERSITÉ PARIS-EST MARNE-LA-VALLÉE	100
DIR CENTRE-EST	DIR CENTRE EST	100
COMMUNAUT DAGGLOMRATION DE SAINTES	COMMUNAUTÉ D'AGGLOMÉRATION DE SAINTES	99
BATIGÈRE ÎLE-DE-FRANCE	BATIGÈRE ILE-DE-FRANCE	98
DÉPARTEMENT DES CÔTES-D'ARMOR	DÉPARTEMENT DES CÔTES D'ARMOR	100
CHU DE POINTE-À-PITRE	CHU DE POINTE À PITRE	100
HÔPITAUX CIVILS DE COLMAR	HOPITAUX CIVILS DE COLMAR	98
COMMUNAUTÉ DE L'AGGLOMÉRATION CREILLOISE	COMMUNAUTÉ D’AGGLOMÉRATION CREILLOISE	96
DÉPARTEMENT DE LA LOZÈRE — CD 48	DÉPARTEMENT DE LA LOZÈRE, CD 48	98
CENTRE HOSPITALIER DE CHÂTEAU-DU-LOIR	CENTRE HOSPITALIER DE CHÂTEAU DU LOIR	100
CH DE CADILLAC SUR GARONNE	CH DE CADILLAC-SUR-GARONNE	100
COMMUNAUTÉ D'AGGLOMÉRATION GD SÉNONAIS	COMMUNAUTÉ D'AGGLOMÉRATION GRAND SÉNONAIS	96
UNIVERSITE TOULOUSE II — JEAN JAURÈS	UNIVERSITE TOULOUSE II — JEAN JAURES	99
REIMS HABITAT CHAMPAGNE-ARDENNE	REIMS-HABITAT CHAMPAGNE-ARDENNE	100
COMMUNAUTÉ D'AGGLOMÉRATION DU SOISSONNAIS	COMMUNAUTÉ D'AGGLOMÉRATRION DU SOISSONNAIS	99
CUS HABITAT, OFFICE PUBLIC DE L'HABITAT DE L'EUROMÉTROPOLE DE STRASBOURG	CUS HABITAT — OFFICE PUBLIC DE L'HABITAT DE L'EUROMÉTROPOLE DE STRASBOURG	99
INST RECHERCHE TECHNOLOGIQUE AERN ESPA	INST. RECHERCHE TECHNOLOGIQUE AERN ESPA	99
UNIVERSITÉ DE BRETAGNE OCCIDENTALE — BREST	UNIVERSITÉ DE BRETAGNE OCCIDENTALE-BREST	98
SYND. DES TRANSPORTS DE L'AGGLO	SYND.DES TRANSPORTS DE L'AGGLO	98
MINISTÈRE ÉCONOMIE INDUSTRIE EMPLOI	MINISTÈRE ÉCONOMIE, INDUSTRIE, EMPLOI	97
CHD LA ROCHE-SUR-YON-LUÇON-MONTAIGU	CHD LA ROCHE-SUR-YON LUÇON-MONTAIGU	100
[LA POSTE] DIRECTION DES ACHATS BRANCHE COURRIER COLIS SERVICES (BSCC)	[LA POSTE] DIRECTION DES ACHATS — BRANCHE COURRIER COLIS SERVICES (BSCC)	99
ÉTABLISSEMENT FRANÇAIS DU SANG, CENTRE ATLANTIQUE	ÉTABLISSEMENT FRANÇAIS DU SANG CENTRE ATLANTIQUE	99
HÔPITAL INTERCOMMUNAL DU HAUT LIMOUSIN	HÔPITAL INTERCOMMUNAL DU HAUT-LIMOUSIN	100
LYCÉE HENRI POINCARE	LYCÉE HENRI POINCARÉ	97
DISP EST STRASBOURG	DISP EST-STRASBOURG	100
MISSION RÉGIONALE ACHATS MIDI-PYRÉNÉES	MISSION RÉGIONALE ACHATS MIDI PYRÉNÉES	100
COMMUNAUTÉ DE COMMUNES DU VAL DE DRÔME	COMMUNAUTÉ DE COMMUNES DU VAL-DE-DRÔME	100
ÉTABLISSEMENT SNI GRAND OUEST	ÉTABLISSEMENT SNI GRAND-OUEST	100
CEA GRENOBLE	CEA/GRENOBLE	100
CC DU PAYS DE MORTAGNE	CC DU PAYS-DE-MORTAGNE	100
MÉTROPOLE DE LYON	METROPOLE DE LYON	97
COMMUNAUTÉ D’AGGLOMÉRATION CHARLEVILLE-MÉZIÈRES / SEDAN	COMMUNAUTÉ D'AGGLOMÉRATION CHARLEVILLE-MÉZIÈRES / SEDAN	100
SETE — LA TOUR EIFFEL	SETE – LA TOUR EIFFEL	100
GRPT SERVICES EPLE ESSONNE L. P. PERRIN	GRPT SERVICES EPLE ESSONNE L.P. PERRIN	99
GRPT. SERVICES EPLE ESSONNE L. P. PERRIN	GRPT SERVICES EPLE ESSONNE L. P. PERRIN	99
GIE ATOUT FRANCE, AGENCE FRANÇAISE DE DÉVELOPPEMENT TOURISTIQUE	GIE ATOUT FRANCE, AGENCE FRANCAISE DE DEVELOPPEMENT TOURISTIQUE	98
C.H. DE VILLEFRANCHE-SUR-SAÔNE	CH DE VILLEFRANCHE-SUR-SAÔNE	96
CONSEIL DÉPARTEMENTAL DES ALPES-DE-HAUTE-PROVENCE	CONSEIL DÉPARTEMENTAL DES ALPES DE HAUTE-PROVENCE	100
COMMUNE DE MAUGES-SUR-LOIRE	COMMUNE DE MAUVES-SUR-LOIRE	96
NOUVEAU LOGIS MÉRIDIONAL	NOUVEAU LOGIS MERIDIONAL	98
CONSEIL DÉPARTEMENTAL DES ALPES DE HAUTE-PROVENCE	CONSEIL DÉPARTEMENTAL DES ALPES-DE-HAUTE-PROVENCE	100
VILLE DE PETIT COURONNE	VILLE DE PETIT-COURONNE	100
GIE LOGEMENT FRANÇAIS EN QUALITÉ DE COORDONNATEUR D'UN GROUPEMENT DE COMMANDES COMPOSÉ DE LOGEMENT FRANÇAIS ET DE SES FILIALES: LOGEMENT FRANCILIEN, COOPÉRATION & FAMILLE, SOLLAR, LOGIS FAMILIAL, LOGIS FAMILIAL VAROIS ET LOGIS MÉDITERRANÉE	GIE LOGEMENT FRANÇAIS EN QUALITÉ DE COORDONNATEUR D'UN GROUPEMENT DE COMMANDES COMPOSÉ DE LOGEMENT FRANÇAIS ET DE SES FILIALES: LOGEMENT FRANCILIEN, COOPÉRATION ET FAMILLE, SOLLAR, LOGIS FAMILIAL, LOGIS FAMILIAL VAROIS ET LOGIS MÉDITERRANÉE	99
RESEAU DES ACHETEURS HOSPITALIERS IDF	RÉSEAU DES ACHETEURS HOSPITALIERS IDF	99
CHRU DE BESANÇON	CHRU DE BESANON	100
VILLE DE MONT-DE-MARSAN	VILLE DE MONT DE MARSAN	100
ENEDIS (ANCIENNEMENT ERDF)	ENÉDIS (ANCIENNEMENT ERDF)	98
LE GROUPEMENT DE COMMANDES «PÔLE IMMOBILIER» REPRÉSENTÉ PAR POSTE IMMO, EN QUALITÉ DE COORDONNATEUR	LE GROUPEMENT DE COMMANDES «PÔLE IMMOBILIER» REPRÉSENTÉ PAR POSTE IMMO EN QUALITÉ DE COORDONNATEUR	98
CENTRE HOSPITALIER BRETAGNE ATLANTIQUE	CENTRE HOSPITALIER BRETAGNE-ATLANTIQUE	100
BÂTIPLAINE — SOCIÉTÉ DE COORDINATION	BÂTIPLAINE SOCIÉTÉ DE COORDINATION	97
UNIVERSITÉ DE BRETAGNE OCCIDENTALE-BREST	UNIVERSITÉ DE BRETAGNE OCCIDENTALE — BREST	98
CONSEIL DÉPARTEMENTAL DES ALPES DE HAUTE PROVENCE	CONSEIL DÉPARTEMENTAL DES ALPES-DE-HAUTE-PROVENCE	100
CENTRE HOSPITALIER DE CHÂTEAU DU LOIR	CENTRE HOSPITALIER DE CHÂTEAU-DU-LOIR	100
RÉGION PROVENCE ALPES CÔTE D'AZUR	RÉGION PROVENCE-ALPES-CÔTE D'AZUR	100
COMMUNAUTÉ D'AGGLOMÉRATION DE LA ROCHELLE	COMMUNAUTÉ D’AGGLOMÉRATION DE LA ROCHELLE	100
BLANGY PONT-L'ÉVÊQUE INTERCOM	BLANGY-PONT L'ÉVÊQUE INTERCOM	100
SOCIÉTÉ DES AUTOROUTES PARIS RHIN RHÔNE	SOCIÉTÉ DES AUTOROUTES PARIS-RHIN-RHÔNE	100
MINISTÈRE CHARGÉ DES TRANSPORTS — DGAC	MINISTÈRE CHARGÉ DES TRANSPORTS-DGAC	97
CENTRALESUPÉLEC	CENTRALESUPELEC	97
COMMUNAUTÉ D'AGGLOMÉRATION BÉZIERS-MÉDITERRANÉE	COMMUNAUTÉ D'AGGLOMÉRATION BÉZIERS MÉDITERRANÉE	100
LYCÉE PROFESSIONNEL ÉMILE ZOLA	LYCÉE PROFESSIONNEL EMILE ZOLA	98
UNIVERSITÉ PARIS 1 — PANTHÉON-SORBONNE	UNIVERSITÉ PARIS 1 — PANTHÉON SORBONNE	100
ENEDIS QUI MANDATE EDF SA POUR MENER LA PROCÉDURE D'ACHAT — DIRECTION DES ACHATS GROUPE	ERDF QUI MANDATE EDF SA POUR MENER LA PROCÉDURE D'ACHAT — DIRECTION DES ACHATS GROUPE	96
CARSAT CENTRE OUEST	CARSAT CENTRE-OUEST	100
IMMOBILIERE 3F	IMMOBILIÈRE 3F	96
COMMISSARIAT A L'ÉNERGIE ATOMIQUE ET AUX ÉNERGIES ALTERNATIVES	COMMISSARIAT À L'ÉNERGIE ATOMIQUE ET AUX ÉNERGIES ALTERNATIVES	99
ARHM — SAINT-JEAN-DE-DIEU	ARHM — SAINT JEAN DE DIEU	100
UGECAM RHÔNE- ALPES	UGECAM RHÔNE-ALPES	97
LA POSTE SACL — DOT ILE-DE-FRANCE	LA POSTE SACL — DOT ÎLE-DE-FRANCE	98
CEA/GRENOBLE	CEA GRENOBLE	100
GROUPEMENT D'INTÉRÊT PUBLIC (GIP) PARIS 2024	GROUPEMENT D'INTÉRÊT PUBLIC (GIP) — PARIS 2024	98
DÉPARTEMENT DE L'AISNE	DEPARTEMENT DE L'AISNE	98
SÉQUANO AMÉNAGEMENT	SÉQUANO  AMÉNAGEMENT	97
SYND MIXTE VALORISATION DÉCHETS CORSE	SYND MIXTE VALORISATION DECHETS CORSE	99
ÉTABLISSEMENT FRANÇAIS DU SANG-PAYS DE LA LOIRE	ÉTABLISSEMENT FRANÇAIS DU SANG — PAYS DE LA LOIRE	98
COMMUNAUTÉ D’AGGLOMÉRATION DU GRAND DOLE	COMMUNAUTÉ D'AGGLOMÉRATION DU GRAND DOLE	100
COMMUNAUTÉ DE COMMUNES NORD DU BASSIN DE THAU	COMMUNAUTÉ DE COMMUNES DU NORD DU BASSIN DE THAU	97
RTE RÉSEAU DE TRANSPORT D'ELECTRICITÉ	RTE RÉSEAU DE TRANSPORT D'ÉLECTRICITÉ	99
MINDEF/SGA/DCSID/ESID TOULON	MINDEF/SGA/DCSID/ESID.TOULON	100
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE	ALSACE CHAMPAGNE-ARDENNE LORRAINE	100
IMMOBILIERE PODELIHA	IMMOBILIÈRE PODELIHA	97
